system:index,burned_area,date,latitude,longitude,.geo
2025_01_01,,2025-01-01,18.52163651356924,74.02188645346611,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_02_01,,2025-02-01,18.52163651356924,74.02188645346611,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_03_01,,2025-03-01,18.52163651356924,74.02188645346611,"{""type"":""MultiPoint"",""coordinates"":[]}"
